transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status
4373,1802,Joshua Singh,109,65000,refrigerator,home appliances,offline,Mumbai,09-20-2025,1,UPI,0.2,Joshua30@gmail.com,8073460890,successful
4374,1132,Sara Perez,110,45000,MICROWAVE,home appliances,online,Chennai,09-26-2025,1,UPI,0.15,SaraPerez@outlook.com,6810508923,successful
4374,1132,Sara Perez,110,45000,MICROWAVE,home appliances,online,Chennai,09-26-2025,1,UPI,0.15,SaraPerez@outlook.com,6810508923,failed
4375,1709,Savannah Lee,109,65000,refrigerator,Home Appliances,offline,Bangalore,28-05-2025,1,UPI,0.05,SavannahLee@outlook.com,6631805308,successful
4376,1583,Dorothy Alexander,101,,laptop,Electronics,offline,Chennai,07-05-2025,3,Cash,0.3,DorothyAlexander@yahoo.com,6533546288,successful
4377,1939,Steven Reynolds,105,45000,tv,Electronics,offline,Delhi,04-27-2025,2,UPI,0.2,StevenReynolds@yahoo.com,7626675373,successful
4378,1287,Roy Mack,107,50000,DINING TABLE,Furniture,offline,Mumbai,08-06-2025,2,UPI,0.1,Roy27@gmail.com,7252704481,successful
4379,1656,Brandon Powell,102,,Phone,ELEC,online,Chennai,06-05-2025,5,Card,0.35,BrandonPowell@gmail.com,9323076606,successful
4380,1486,Nancy Hart,102,,Phone,Electronics,online,Mumbai,04-10-2026,1,Cash,0.15,NancyHart@outlook.com,6528234390,successful
4381,1769,Jennifer Fisher,103,1300,SHIRT,CLOTH,offline,Delhi,20-02-2026,2,Cash,0.2,JenniferFisher@yahoo.com,8050564366,successful
4382,1398,Nancy Howell,110,45000,Microwave,HOME,online,Bangalore,03-15-2026,5,Card,0.15,NancyHowell@gmail.com,8999651413,successful
4383,1882,Mary Boyer,102,70000,Phone,electronics,offline,Mumbai,08-05-2025,-1,Card,0.25,MaryBoyer@gmail.com,7406569503,successful
4384,1283,Dwayne Newman,110,45000,MICROWAVE,HOME,offline,Hyderabad,18-06-2025,2,NetBanking,0.15,DwayneNewman@outlook.com,8314728973,successful
4384,1283,Dwayne Newman,110,45000,MICROWAVE,HOME,offline,Hyderabad,18-06-2025,2,NetBanking,0.15,DwayneNewman@outlook.com,8314728973,failed
4385,1635,Joseph Lee,105,45000,tv,electronics,offline,Mumbai,09-11-2025,2,NetBanking,0.05,JosephLee@gmail.com,7582129795,successful
4386,1571,Carly Fox,110,45000,Microwave,Home Appliances,online,Mumbai,05-07-2025,5,UPI,0.1,CarlyFox@gmail.com,7581094127,successful
4386,1571,Carly Fox,110,45000,Microwave,Home Appliances,online,Mumbai,05-07-2025,5,UPI,0.1,CarlyFox@gmail.com,7581094127,failed
4387,1241,Maureen Daniels,108,15000,mixer grinder,home appliances,online,Bangalore,12-26-2025,-2,NetBanking,0.3,MaureenDaniels@yahoo.com,6886038741,successful
4388,1819,Karen Martin,104,8000,Shoes,CLOTH,online,Hyderabad,12-06-2025,2,UPI,0.05,KarenMartin@yahoo.com,6548979041,successful
4389,1345,Alexander Clark,104,8000,SHOES,CLOTH,online,Mumbai,14-11-2025,5,Card,0.2,AlexanderClark@yahoo.com,8997717317,successful
4390,1592,Stephanie Buchanan,104,,shoes,Clothing,offline,Chennai,02-11-2026,5,UPI,0.1,StephanieBuchanan@outlook.com,9541872868,successful
4391,1163,Adriana Saunders,104,,SHOES,clothing,offline,Mumbai,16-07-2025,3,NetBanking,0.15,AdrianaSaunders@outlook.com,8002568902,successful
4392,1836,Valerie Hayes,105,45000,TV,ELEC,offline,Chennai,21-05-2025,5,Card,0.25,ValerieHayes@gmail.com,9620738769,successful
4392,1836,Valerie Hayes,105,45000,TV,ELEC,offline,Chennai,21-05-2025,5,Card,0.25,ValerieHayes@gmail.com,9620738769,failed
4393,1921,Randy Thomas,108,15000,MIXER GRINDER,home appliances,offline,Delhi,01-20-2026,1,Cash,0.3,RandyThomas@gmail.com,6535182874,successful
4394,1818,Brooke Miles,108,15000,Mixer grinder,Home Appliances,offline,Hyderabad,11-01-2026,5,Cash,0.25,Brooke2@gmail.com,6412282946,successful
4395,1485,Thomas Jackson,105,45000,Tv,Electronics,online,Mumbai,17-08-2025,1,Cash,0.15,ThomasJackson@yahoo.com,9077530188,successful
4396,1890,Kim Massey,102,70000,PHONE,Electronics,online,Chennai,06-07-2025,2,Card,0.1,Kim74@gmail.com,6124967813,successful
4397,1607,Adrian Singleton,108,,MIXER GRINDER,HOME,offline,Mumbai,01-11-2025,2,Card,0.3,AdrianSingleton@yahoo.com,8839546994,successful
4398,1895,Teresa Anthony,106,80000,Sofa,FURN,offline,Bangalore,05-03-2025,4,Cash,0.05,TeresaAnthony@yahoo.com,8322098425,successful
4399,1759,Tamara Carter,104,8000,SHOES,Clothing,offline,Hyderabad,03-27-2026,2,UPI,0.4,TamaraCarter@outlook.com,6536528655,successful
4400,1467,Darryl Coleman,108,15000,MIXER GRINDER,Home Appliances,online,Mumbai,01-03-2026,1,Cash,0.35,DarrylColeman@gmail.com,8095258430,successful
4401,1274,Mark Castro,102,70000,phone,Electronics,offline,Mumbai,05-08-2025,3,NetBanking,0.35,MarkCastro@outlook.com,9422262362,successful
4402,1006,Martin Williams,102,70000,Phone,Electronics,online,Mumbai,07-19-2025,5,UPI,0.2,MartinWilliams@outlook.com,7553439010,successful
4403,1072,Morgan Moore,103,1300,Shirt,clothing,offline,Hyderabad,06-10-2025,3,NetBanking,0.2,Morgan52@gmail.com,8283424092,successful
4404,1470,Suzanne Miranda,106,,sofa,furniture,online,Chennai,01-03-2026,1,NetBanking,0.25,SuzanneMiranda@outlook.com,6831197257,successful
4405,1417,Michael Wade,107,50000,dining table,FURN,online,Chennai,19-09-2025,2,UPI,0.35,MichaelWade@outlook.com,9748104622,successful
4406,1877,Elizabeth Barron,105,45000,tv,electronics,offline,Mumbai,18-03-2026,3,Cash,0.1,Elizabeth67@gmail.com,6496344582,successful
4407,1118,Darrell Thomas,110,45000,MICROWAVE,Home Appliances,online,Bangalore,17-09-2025,3,Cash,0.2,Darrell59@gmail.com,8413064466,successful
4408,1150,Gary Williams,102,70000,Phone,ELEC,offline,Bangalore,17-05-2025,5,UPI,0.4,GaryWilliams@outlook.com,6502323828,successful
4409,1865,Alicia Jackson,101,,laptop,electronics,online,Bangalore,01-11-2025,2,UPI,0.4,AliciaJackson@outlook.com,8801508140,successful
4410,1119,Valerie Hines,102,70000,phone,electronics,offline,Hyderabad,18-07-2025,1,NetBanking,0.3,ValerieHines@outlook.com,7802302395,successful
4411,1270,Sara Randolph,102,70000,PHONE,electronics,offline,Mumbai,26-04-2025,5,NetBanking,0.4,Sara1@gmail.com,9010280048,successful
4412,1489,Kevin Hall,101,250000,Laptop,Electronics,online,Hyderabad,08-22-2025,1,NetBanking,0.3,KevinHall@yahoo.com,6888591713,successful
4412,1489,Kevin Hall,101,250000,Laptop,Electronics,online,Hyderabad,08-22-2025,1,NetBanking,0.3,KevinHall@yahoo.com,6888591713,failed
4413,1317,Kathleen Ferrell,104,8000,Shoes,Clothing,offline,Delhi,05-05-2025,4,Card,0.05,Kathleen12@gmail.com,8418142336,successful
4414,1859,Joseph Herrera,110,45000,Microwave,home appliances,offline,Delhi,11-10-2025,4,NetBanking,0.35,JosephHerrera@gmail.com,6301284728,successful
4415,1270,Sara Randolph,109,,REFRIGERATOR,HOME,online,Mumbai,05-09-2025,1,Card,0.05,Sara1@gmail.com,9010280048,successful
4416,1853,Tiffany Watts,106,80000,Sofa,FURN,online,Delhi,31-01-2026,4,NetBanking,0.4,TiffanyWatts@outlook.com,7305750954,successful
4417,1466,Joyce Sims,108,15000,mixer grinder,home appliances,offline,Hyderabad,20-04-2025,1,NetBanking,0.3,JoyceSims@gmail.com,9752314544,successful
4418,1043,Kelly Johnson,104,8000,Shoes,Clothing,online,Bangalore,03-06-2025,2,Card,0.15,KellyJohnson@outlook.com,6912231890,successful
4419,1603,Holly Wilson,107,50000,DINING TABLE,Furniture,online,Hyderabad,28-12-2025,2,NetBanking,0.1,Holly80@gmail.com,8303887048,successful
4420,1885,Emma Wolf,109,,Refrigerator,HOME,online,Bangalore,07-01-2026,3,NetBanking,0.2,EmmaWolf@yahoo.com,7785073263,successful
4421,1098,Betty Mcclain,106,80000,SOFA,FURN,offline,Bangalore,02-28-2026,1,UPI,0.15,BettyMcclain@gmail.com,8531770821,successful
4422,1761,Gina Nichols,108,15000,mixer grinder,HOME,online,Chennai,01-12-2025,4,Card,0.35,GinaNichols@outlook.com,9491734138,successful
4423,1117,Jeremy Nichols,101,250000,laptop,Electronics,offline,Bangalore,27-02-2026,1,Card,0.4,JeremyNichols@yahoo.com,9399304350,successful
4424,1100,John Jones,103,1300,Shirt,CLOTH,online,Mumbai,28-07-2025,1,UPI,0.05,JohnJones@outlook.com,9234136682,successful
4425,1515,Judy Bishop,108,15000,MIXER GRINDER,home appliances,offline,Bangalore,07-13-2025,4,Card,0.3,JudyBishop@outlook.com,9407546066,successful
4426,1267,Thomas Crawford,109,65000,Refrigerator,home appliances,online,Bangalore,15-04-2026,1,Card,0.2,ThomasCrawford@gmail.com,8354277950,successful
4427,1058,Edward Campbell,109,65000,Refrigerator,Home Appliances,offline,Bangalore,19-04-2025,2,NetBanking,0.05,EdwardCampbell@outlook.com,6676434886,successful
4428,1785,Mikayla Joyce,109,65000,Refrigerator,Home Appliances,offline,Chennai,16-11-2025,1,Card,0.3,MikaylaJoyce@gmail.com,6015564138,successful
4429,1293,James Crawford,107,50000,DINING TABLE,Furniture,online,Hyderabad,29-11-2025,1,NetBanking,0.3,JamesCrawford@yahoo.com,8376166088,successful
4429,1293,James Crawford,107,50000,DINING TABLE,Furniture,online,Hyderabad,29-11-2025,1,NetBanking,0.3,JamesCrawford@yahoo.com,8376166088,failed
4430,1890,Kim Massey,106,80000,Sofa,furniture,online,Chennai,26-12-2025,1,UPI,0.4,Kim74@gmail.com,6124967813,successful
4431,1447,Michele Wright,107,50000,dining table,furniture,offline,Bangalore,01-25-2026,2,Cash,0.25,MicheleWright@gmail.com,7752961079,successful
4432,1540,Derek Brooks,108,15000,mixer grinder,Home Appliances,online,Hyderabad,04-11-2025,5,Cash,0.2,Derek17@gmail.com,8668740281,successful
4433,1685,Sonya Robertson,102,70000,PHONE,ELEC,online,Hyderabad,11-19-2025,4,Card,0.2,SonyaRobertson@gmail.com,7585304115,successful
4434,1555,Daniel Burke,106,80000,Sofa,Furniture,online,Delhi,10-27-2025,5,NetBanking,0.2,Daniel73@gmail.com,7459334377,successful
4435,1499,Paula Mcbride,105,45000,tv,electronics,online,Hyderabad,04-03-2026,4,Cash,0.25,PaulaMcbride@gmail.com,8391055805,successful
4436,1253,Dawn Ward,102,70000,Phone,ELEC,offline,Mumbai,26-09-2025,3,NetBanking,0.05,DawnWard@gmail.com,6290720767,successful
4437,1354,Jordan Donaldson,106,,SOFA,Furniture,offline,Bangalore,12-28-2025,5,Card,0.25,Jordan96@gmail.com,7061182732,successful
4438,1575,Virginia Pacheco,107,50000,Dining table,furniture,offline,Chennai,20-01-2026,5,Cash,0.1,Virginia53@gmail.com,9351127456,successful
4439,1584,Megan Cruz,101,250000,Laptop,Electronics,online,Mumbai,03-07-2025,1,Card,0.25,MeganCruz@yahoo.com,6988499564,successful
4440,1233,Heather Reilly,110,45000,microwave,HOME,offline,Bangalore,29-12-2025,1,Card,0.3,Heather92@gmail.com,9524850068,successful
4441,1373,Sarah Rodriguez,106,80000,sofa,FURN,online,Delhi,07-01-2025,1,Cash,0.35,SarahRodriguez@yahoo.com,8866295901,successful
4442,1306,Curtis Knight,110,45000,microwave,HOME,offline,Delhi,18-10-2025,4,Card,0.3,Curtis27@gmail.com,6359916389,successful
4443,1141,Roberta Boyd,108,15000,MIXER GRINDER,Home Appliances,offline,Delhi,02-08-2026,3,UPI,0.35,RobertaBoyd@yahoo.com,7127705128,successful
4444,1492,Benjamin Thomas,101,250000,LAPTOP,electronics,online,Chennai,23-06-2025,4,Card,0.4,BenjaminThomas@outlook.com,7761807609,successful
4445,1333,Douglas Thompson,109,65000,Refrigerator,home appliances,online,Delhi,28-06-2025,2,UPI,0.15,DouglasThompson@outlook.com,6509475146,successful
4446,1961,Teresa Dalton,105,45000,Tv,electronics,online,Hyderabad,26-02-2026,4,Card,0.1,TeresaDalton@outlook.com,8902093050,successful
4447,1965,Ana Ross,101,250000,laptop,Electronics,offline,Bangalore,12-14-2025,1,Cash,0.2,Ana31@gmail.com,6856213396,successful
4448,1470,Suzanne Miranda,104,8000,Shoes,clothing,offline,Chennai,17-05-2025,5,NetBanking,0.1,SuzanneMiranda@outlook.com,6831197257,successful
4448,1470,Suzanne Miranda,104,8000,Shoes,clothing,offline,Chennai,17-05-2025,5,NetBanking,0.1,SuzanneMiranda@outlook.com,6831197257,failed
4449,1996,Jeremy Conley,104,8000,Shoes,clothing,offline,Chennai,04-03-2026,3,Card,0.35,JeremyConley@gmail.com,8246304487,successful
4450,1198,Christopher Villa,106,,sofa,FURN,online,Delhi,11-04-2026,3,Card,0.2,ChristopherVilla@yahoo.com,7949675574,successful
4451,1125,Jeanne Suarez,107,50000,DINING TABLE,furniture,offline,Mumbai,01-19-2026,2,NetBanking,0.15,JeanneSuarez@yahoo.com,6435924212,successful
4452,1109,Michael Wilkins,105,45000,Tv,Electronics,online,Delhi,14-06-2025,4,NetBanking,0.3,MichaelWilkins@yahoo.com,7964199388,successful
4453,1378,Joyce Simmons,105,45000,tv,ELEC,offline,Hyderabad,05-01-2025,2,Card,0.4,JoyceSimmons@yahoo.com,7889021049,successful
4454,1901,Michael Harrison,108,15000,Mixer grinder,HOME,offline,Hyderabad,04-12-2025,1,Cash,0.4,MichaelHarrison@yahoo.com,8807436236,successful
4455,1454,Shelly Smith,104,8000,Shoes,clothing,online,Mumbai,21-02-2026,4,NetBanking,0.25,ShellySmith@gmail.com,7719722047,successful
4456,1776,Jason Johns,104,8000,Shoes,CLOTH,online,Chennai,11-12-2025,1,UPI,0.4,JasonJohns@gmail.com,9156940561,successful
4457,1673,Carol Figueroa,102,,PHONE,ELEC,offline,Bangalore,08-17-2025,4,NetBanking,0.05,CarolFigueroa@yahoo.com,6967467666,successful
4458,1286,Michele Lewis,109,,refrigerator,home appliances,offline,Delhi,12-19-2025,4,Card,0.3,MicheleLewis@outlook.com,7840600025,successful
4459,1465,Sharon Hernandez,105,45000,tv,Electronics,online,Delhi,14-07-2025,5,NetBanking,0.25,Sharon17@gmail.com,9695258290,successful
4460,1147,Kimberly Martin,104,8000,shoes,clothing,offline,Delhi,16-07-2025,5,Card,0.35,KimberlyMartin@gmail.com,6821785166,successful
4461,1806,Michele Lewis,109,65000,Refrigerator,Home Appliances,offline,Bangalore,20-12-2025,5,Card,0.25,MicheleLewis@yahoo.com,7817206142,successful
4462,1852,Henry Wyatt,107,50000,DINING TABLE,Furniture,offline,Delhi,22-04-2025,2,Cash,0.4,HenryWyatt@gmail.com,6630797990,successful
4463,1070,Mark Holt,103,,shirt,clothing,online,Delhi,11-10-2025,5,Card,0.4,MarkHolt@gmail.com,6062038962,successful
4464,1442,Donna Jackson,109,,Refrigerator,Home Appliances,online,Bangalore,24-08-2025,4,NetBanking,0.35,DonnaJackson@gmail.com,8653485285,successful
4465,1661,Amanda Huff,110,45000,microwave,home appliances,offline,Chennai,30-12-2025,1,UPI,0.05,AmandaHuff@gmail.com,7475466138,successful
4466,1353,Tonya Johnson,110,45000,MICROWAVE,home appliances,online,Delhi,04-06-2025,5,NetBanking,0.25,Tonya48@gmail.com,9931842216,successful
4467,1494,Pamela Wong,101,250000,Laptop,Electronics,offline,Chennai,08-11-2025,1,UPI,0.3,PamelaWong@outlook.com,8000607760,successful
4468,1708,Lori Bell,106,,sofa,FURN,online,Chennai,07-31-2025,3,UPI,0.4,LoriBell@outlook.com,9087275347,successful
4469,1090,Richard Walker,106,80000,Sofa,Furniture,online,Chennai,06-05-2025,1,Card,0.25,RichardWalker@outlook.com,7715321158,successful
4470,1618,Malik Torres,108,15000,Mixer grinder,home appliances,online,Chennai,23-08-2025,3,UPI,0.25,Malik71@gmail.com,6904855612,successful
4471,1729,Samuel Bishop,106,80000,Sofa,Furniture,online,Bangalore,12-06-2025,3,NetBanking,0.4,SamuelBishop@outlook.com,8999903860,successful
4472,1443,Hailey Watson,109,65000,REFRIGERATOR,home appliances,online,Bangalore,02-05-2025,5,Card,0.4,HaileyWatson@outlook.com,8563734465,successful
4473,1981,Jennifer Foster,107,50000,DINING TABLE,furniture,offline,Chennai,13-01-2026,3,Card,0.3,JenniferFoster@outlook.com,9610532694,successful
4474,1441,Alison Tucker,101,250000,laptop,ELEC,offline,Hyderabad,17-02-2026,4,Card,0.25,AlisonTucker@gmail.com,6301933094,successful
4475,1748,Misty Hensley,104,8000,SHOES,Clothing,online,Delhi,04-06-2025,2,Cash,0.05,Misty41@gmail.com,8070454398,successful
4476,1791,Brenda Owens,104,8000,Shoes,clothing,offline,Bangalore,11-10-2025,3,UPI,0.4,BrendaOwens@gmail.com,7373862030,successful
4477,1584,Megan Cruz,103,,SHIRT,CLOTH,offline,Mumbai,11-15-2025,1,Card,0.3,MeganCruz@yahoo.com,6988499564,successful
4478,1875,Jason Prince,103,1300,Shirt,CLOTH,offline,Chennai,27-06-2025,3,Card,0.3,JasonPrince@yahoo.com,6257812906,successful
4479,1976,Hannah Snow,108,,Mixer grinder,Home Appliances,online,Hyderabad,10-12-2025,1,Card,0.1,Hannah49@gmail.com,8014670289,successful
4480,1772,Alexandra Lane,108,15000,mixer grinder,HOME,online,Mumbai,08-17-2025,3,NetBanking,0.25,Alexandra27@gmail.com,6456349427,successful
4481,1369,Ashley Myers,104,,Shoes,Clothing,online,Chennai,04-03-2026,2,Card,0.2,AshleyMyers@gmail.com,7044633431,successful
4482,1084,Nicole Moss,103,1300,shirt,clothing,offline,Delhi,10-07-2025,1,Card,0.15,NicoleMoss@gmail.com,9212867993,successful
4483,1233,Heather Reilly,110,,MICROWAVE,Home Appliances,offline,Bangalore,07-10-2025,4,UPI,0.15,Heather92@gmail.com,9524850068,successful
4484,1686,Jennifer Perry,104,8000,shoes,CLOTH,online,Hyderabad,20-06-2025,3,NetBanking,0.05,JenniferPerry@yahoo.com,9375753551,successful
4485,1398,Nancy Howell,108,15000,MIXER GRINDER,HOME,online,Bangalore,13-08-2025,3,UPI,0.4,NancyHowell@gmail.com,8999651413,successful
4485,1398,Nancy Howell,108,15000,MIXER GRINDER,HOME,online,Bangalore,13-08-2025,3,UPI,0.4,NancyHowell@gmail.com,8999651413,failed
4486,1321,Daniel Taylor,107,50000,DINING TABLE,furniture,online,Hyderabad,07-12-2025,1,UPI,0.15,DanielTaylor@gmail.com,6991123962,successful
4487,1294,Peter Reed,102,70000,Phone,ELEC,offline,Hyderabad,10-23-2025,4,UPI,0.2,PeterReed@yahoo.com,7055507125,successful
4488,1287,Roy Mack,106,80000,SOFA,Furniture,online,Mumbai,29-06-2025,5,UPI,0.3,Roy27@gmail.com,7252704481,successful
4489,1858,Christopher Hansen,103,1300,shirt,Clothing,offline,Delhi,16-08-2025,1,Cash,0.25,ChristopherHansen@yahoo.com,9574931404,successful
4490,1392,William Montgomery,101,250000,Laptop,electronics,offline,Chennai,03-02-2026,4,UPI,0.4,WilliamMontgomery@yahoo.com,8799599050,successful
4491,1340,Abigail Schmidt,106,80000,SOFA,furniture,online,Delhi,19-03-2026,1,UPI,0.05,Abigail53@gmail.com,8209757792,successful
4492,1075,Peter Long,101,250000,Laptop,electronics,online,Chennai,05-11-2025,3,Cash,0.35,PeterLong@outlook.com,7759603141,successful
4493,1930,Angie Landry,107,,DINING TABLE,FURN,online,Mumbai,04-08-2025,5,Cash,0.25,AngieLandry@outlook.com,6362527470,successful
4494,1413,Emily Hinton,110,45000,microwave,home appliances,offline,Delhi,29-07-2025,1,Cash,0.4,EmilyHinton@yahoo.com,8098671689,successful
4495,1894,Marcus Bentley,101,250000,LAPTOP,electronics,offline,Delhi,13-05-2025,3,NetBanking,0.25,MarcusBentley@yahoo.com,6191611762,successful
4496,1158,Bryan Cunningham,102,70000,Phone,electronics,online,Chennai,04-10-2026,4,UPI,0.05,BryanCunningham@yahoo.com,8763361378,successful
4497,1296,Calvin Powell,109,65000,REFRIGERATOR,HOME,offline,Mumbai,06-19-2025,1,NetBanking,0.05,CalvinPowell@outlook.com,8740587892,successful
4498,1033,Craig Osborn,102,70000,Phone,Electronics,online,Mumbai,28-10-2025,1,Cash,0.4,CraigOsborn@outlook.com,6487711863,successful
4499,1435,Jeffrey Wood,102,70000,Phone,electronics,online,Hyderabad,10-10-2025,3,UPI,0.1,Jeffrey39@gmail.com,7235895289,successful
4500,1816,Allison Young,101,250000,LAPTOP,electronics,online,Mumbai,20-05-2025,1,Card,0.15,AllisonYoung@gmail.com,6840055113,successful
4501,1703,Elizabeth Richards,110,45000,MICROWAVE,Home Appliances,online,Bangalore,03-11-2025,3,UPI,0.15,Elizabeth4@gmail.com,7179347757,successful
4502,1120,Jennifer Young,103,1300,SHIRT,Clothing,online,Mumbai,28-02-2026,5,NetBanking,0.15,JenniferYoung@gmail.com,6353850939,successful
4503,1092,Darrell Hines,110,45000,Microwave,HOME,offline,Chennai,06-09-2025,2,UPI,0.25,DarrellHines@outlook.com,6446065514,successful
4504,1693,Deanna Mcguire,101,250000,LAPTOP,electronics,online,Mumbai,02-06-2026,5,Card,0.4,DeannaMcguire@gmail.com,8807921571,successful
4505,1026,Johnny Casey,102,70000,Phone,ELEC,offline,Delhi,06-22-2025,5,NetBanking,0.2,JohnnyCasey@outlook.com,8849486846,successful
4506,1083,Tina Hawkins,109,65000,refrigerator,home appliances,offline,Delhi,22-07-2025,2,Card,0.3,TinaHawkins@yahoo.com,8094722636,successful
4507,1593,Michael Lucas,110,45000,Microwave,HOME,online,Hyderabad,11-02-2026,3,NetBanking,0.15,MichaelLucas@yahoo.com,6628865928,successful
4508,1809,David Nelson,104,8000,shoes,clothing,online,Delhi,08-03-2025,3,NetBanking,0.1,David3@gmail.com,7109432653,successful
4509,1475,Jeremiah Jensen,107,50000,dining table,Furniture,online,Delhi,11-03-2026,2,Card,0.25,Jeremiah94@gmail.com,8728285561,successful
4510,1997,Michelle Meyer,103,1300,SHIRT,Clothing,online,Delhi,03-31-2026,1,Cash,0.05,MichelleMeyer@gmail.com,7843359815,successful
4510,1997,Michelle Meyer,103,1300,SHIRT,Clothing,online,Delhi,03-31-2026,1,Cash,0.05,MichelleMeyer@gmail.com,7843359815,failed
4511,1345,Alexander Clark,105,,Tv,ELEC,online,Mumbai,10-09-2025,5,Card,0.35,AlexanderClark@yahoo.com,8997717317,successful
4512,1983,Tara David,104,8000,Shoes,Clothing,online,Mumbai,02-22-2026,1,NetBanking,0.35,TaraDavid@outlook.com,9140901348,successful
4513,1644,Kathy Davis,108,15000,Mixer grinder,Home Appliances,online,Delhi,11-02-2026,2,UPI,0.05,Kathy44@gmail.com,7966894935,successful
4514,1845,Brendan Ruiz,101,250000,laptop,electronics,offline,Bangalore,04-01-2026,1,Cash,0.2,BrendanRuiz@gmail.com,7818750041,successful
4515,1859,Joseph Herrera,109,65000,Refrigerator,HOME,offline,Delhi,01-08-2025,1,NetBanking,0.3,JosephHerrera@gmail.com,6301284728,successful
4516,1019,Judy Graham,107,50000,dining table,FURN,offline,Hyderabad,10-04-2026,3,Cash,0.2,JudyGraham@outlook.com,8801624595,successful
4517,1994,Laurie Barnes,104,,Shoes,CLOTH,offline,Hyderabad,11-20-2025,5,Cash,0.05,LaurieBarnes@yahoo.com,7733223067,successful
4518,1605,Brian Taylor,104,8000,shoes,CLOTH,online,Hyderabad,01-12-2026,1,Cash,0.35,BrianTaylor@outlook.com,9000909470,successful
4519,1139,Eric Hunter,102,70000,phone,Electronics,offline,Delhi,16-09-2025,4,Card,0.1,EricHunter@outlook.com,7910608292,successful
4520,1092,Darrell Hines,102,70000,PHONE,ELEC,online,Chennai,01-30-2026,3,NetBanking,0.3,DarrellHines@outlook.com,6446065514,successful
4521,1220,Andrew Pena,105,45000,Tv,ELEC,offline,Mumbai,08-19-2025,5,UPI,0.35,AndrewPena@gmail.com,7215324115,successful
4522,1548,Christina Porter,107,50000,dining table,Furniture,offline,Hyderabad,11-05-2025,3,UPI,0.35,ChristinaPorter@yahoo.com,7741683259,successful
4523,1070,Mark Holt,102,70000,Phone,ELEC,offline,Delhi,01-06-2026,1,NetBanking,0.05,MarkHolt@gmail.com,6062038962,successful
4524,1495,Ashley Mitchell,110,45000,Microwave,home appliances,online,Mumbai,06-13-2025,5,NetBanking,0.25,AshleyMitchell@gmail.com,7994304134,successful
4525,1109,Michael Wilkins,110,45000,MICROWAVE,Home Appliances,online,Delhi,07-28-2025,3,NetBanking,0.3,MichaelWilkins@yahoo.com,7964199388,successful
4526,1504,Matthew Byrd,104,8000,SHOES,clothing,offline,Delhi,22-05-2025,1,Card,0.25,MatthewByrd@outlook.com,7558816218,successful
4527,1132,Sara Perez,108,15000,Mixer grinder,HOME,online,Chennai,26-01-2026,1,Card,0.25,SaraPerez@outlook.com,6810508923,successful
4528,1675,Karen Cain,106,,Sofa,furniture,online,Bangalore,01-11-2025,3,NetBanking,0.35,Karen74@gmail.com,8994575731,successful
4529,1352,Susan Johnson,109,65000,REFRIGERATOR,Home Appliances,online,Chennai,10-22-2025,2,NetBanking,0.25,SusanJohnson@outlook.com,7754830056,successful
4530,1968,Bill Wong,106,80000,sofa,furniture,online,Hyderabad,07-11-2025,1,NetBanking,0.2,Bill82@gmail.com,8926243595,successful
4530,1968,Bill Wong,106,80000,sofa,furniture,online,Hyderabad,07-11-2025,1,NetBanking,0.2,Bill82@gmail.com,8926243595,failed
4531,1981,Jennifer Foster,108,15000,MIXER GRINDER,Home Appliances,offline,Chennai,09-29-2025,4,NetBanking,0.15,JenniferFoster@outlook.com,9610532694,successful
4532,1812,Duane Lawrence,105,45000,tv,ELEC,online,Delhi,27-06-2025,1,UPI,0.35,DuaneLawrence@gmail.com,9827832388,successful
4533,1821,Frank Bean,107,50000,Dining table,furniture,online,Hyderabad,25-10-2025,5,UPI,0.25,FrankBean@outlook.com,6544696696,successful
4534,1216,Patricia Larson,107,,Dining table,furniture,offline,Mumbai,13-10-2025,3,UPI,0.3,PatriciaLarson@gmail.com,6958457790,successful
4535,1279,Martin Bass,101,250000,Laptop,ELEC,online,Chennai,01-22-2026,1,Card,0.4,Martin99@gmail.com,8857908762,successful
4536,1042,Richard Nguyen,107,,Dining table,furniture,online,Delhi,05-18-2025,5,Cash,0.25,Richard23@gmail.com,9412387291,successful
4537,1567,Nicholas Johnston,105,45000,Tv,electronics,offline,Delhi,02-21-2026,3,Cash,0.35,Nicholas7@gmail.com,7740645499,successful
4538,1926,David Johnson,107,50000,dining table,Furniture,online,Bangalore,19-09-2025,5,Card,0.25,David51@gmail.com,6419517388,successful
4539,1982,Isaiah Hartman,108,15000,MIXER GRINDER,home appliances,online,Chennai,25-08-2025,5,UPI,0.35,Isaiah55@gmail.com,6856647284,successful
4540,1383,John Lutz,110,45000,MICROWAVE,HOME,online,Delhi,06-30-2025,5,UPI,0.25,JohnLutz@outlook.com,7666809268,successful
4541,1693,Deanna Mcguire,109,65000,Refrigerator,home appliances,online,Mumbai,04-10-2026,3,UPI,0.3,DeannaMcguire@gmail.com,8807921571,successful
4542,1760,Brittney Johnson,106,80000,sofa,furniture,online,Delhi,02-23-2026,4,NetBanking,0.35,Brittney66@gmail.com,7729426979,successful
4543,1196,Ashley Ortiz,106,80000,SOFA,furniture,offline,Bangalore,28-12-2025,-1,NetBanking,0.1,AshleyOrtiz@gmail.com,9442137093,successful
